ano_mes,empresa,setor_rh,headcount
2007-02,SOCIEDADE,Docente,1
2007-03,SOCIEDADE,Docente,1
2007-04,SOCIEDADE,Docente,1
2007-05,SOCIEDADE,Docente,1
2007-06,SOCIEDADE,Docente,1
2007-07,SOCIEDADE,Docente,1
2007-08,SOCIEDADE,Docente,1
2007-09,SOCIEDADE,Docente,1
2007-10,SOCIEDADE,Docente,1
2007-11,SOCIEDADE,Docente,1
2007-12,SOCIEDADE,Docente,1
2008-01,SOCIEDADE,Docente,1
2008-02,SOCIEDADE,Docente,1
2008-03,SOCIEDADE,Docente,1
2008-04,SOCIEDADE,Docente,1
2008-05,SOCIEDADE,Docente,1
2008-06,SOCIEDADE,Docente,1
2008-07,SOCIEDADE,Docente,1
2008-08,SOCIEDADE,Docente,1
2008-09,SOCIEDADE,Docente,1
2008-10,SOCIEDADE,Docente,1
2008-11,SOCIEDADE,Docente,1
2008-12,SOCIEDADE,Docente,1
2009-01,SOCIEDADE,Docente,1
2009-02,SOCIEDADE,Docente,1
2009-03,SOCIEDADE,Docente,1
2009-04,SOCIEDADE,Docente,1
2009-05,SOCIEDADE,Docente,1
2009-06,SOCIEDADE,Docente,1
2009-07,SOCIEDADE,Docente,1
2009-08,SOCIEDADE,Docente,1
2009-09,SOCIEDADE,Docente,1
2009-10,SOCIEDADE,Docente,1
2009-11,SOCIEDADE,Docente,1
2009-12,SOCIEDADE,Docente,1
2010-01,SOCIEDADE,Docente,1
2010-02,SOCIEDADE,Docente,1
2010-03,SOCIEDADE,Docente,1
2010-04,SOCIEDADE,Docente,1
2010-05,SOCIEDADE,Docente,1
2010-06,SOCIEDADE,Docente,1
2010-07,SOCIEDADE,Docente,1
2010-08,SOCIEDADE,Docente,1
2010-09,SOCIEDADE,Docente,1
2010-10,SOCIEDADE,Docente,1
2010-11,SOCIEDADE,Docente,1
2010-12,SOCIEDADE,Docente,1
2011-01,SOCIEDADE,Docente,3
2011-02,SOCIEDADE,Docente,4
2011-03,SOCIEDADE,Docente,4
2011-04,SOCIEDADE,Docente,4
2011-05,SOCIEDADE,Docente,4
2011-06,SOCIEDADE,Docente,4
2011-07,SOCIEDADE,Docente,4
2011-08,SOCIEDADE,Docente,4
2011-09,SOCIEDADE,Docente,4
2011-10,SOCIEDADE,Docente,4
2011-11,SOCIEDADE,Docente,4
2011-12,SOCIEDADE,Docente,4
2012-01,SOCIEDADE,Docente,4
2012-02,SOCIEDADE,Docente,4
2012-03,SOCIEDADE,Docente,4
2012-04,SOCIEDADE,Docente,4
2012-05,SOCIEDADE,Docente,4
2012-06,SOCIEDADE,Docente,4
2012-07,SOCIEDADE,Docente,4
2012-08,SOCIEDADE,Docente,4
2012-09,SOCIEDADE,Docente,4
2012-10,SOCIEDADE,Docente,4
2012-11,SOCIEDADE,Docente,4
2012-12,SOCIEDADE,Docente,4
2013-01,SOCIEDADE,Docente,4
2013-02,SOCIEDADE,Docente,4
2013-03,SOCIEDADE,Docente,4
2013-04,SOCIEDADE,Docente,4
2013-05,SOCIEDADE,Docente,4
2013-06,SOCIEDADE,Docente,4
2013-07,SOCIEDADE,Docente,4
2013-08,SOCIEDADE,Docente,4
2013-09,SOCIEDADE,Docente,4
2013-10,SOCIEDADE,Docente,4
2013-11,SOCIEDADE,Docente,4
2013-12,SOCIEDADE,Docente,4
2014-01,SOCIEDADE,Docente,4
2014-02,SOCIEDADE,Docente,4
2014-03,SOCIEDADE,Docente,4
2014-04,SOCIEDADE,Docente,4
2014-05,SOCIEDADE,Docente,4
2014-06,SOCIEDADE,Docente,5
2014-07,SOCIEDADE,Docente,5
2014-08,SOCIEDADE,Docente,5
2014-09,SOCIEDADE,Docente,5
2014-10,SOCIEDADE,Docente,5
2014-11,SOCIEDADE,Docente,5
2014-12,SOCIEDADE,Docente,5
2015-01,SOCIEDADE,Docente,5
2015-02,SOCIEDADE,Docente,5
2015-03,SOCIEDADE,Docente,5
2015-04,SOCIEDADE,Docente,5
2015-05,SOCIEDADE,Docente,5
2015-06,SOCIEDADE,Docente,5
2015-07,SOCIEDADE,Docente,5
2015-08,SOCIEDADE,Docente,5
2015-09,SOCIEDADE,Docente,5
2015-10,SOCIEDADE,Docente,5
2015-11,SOCIEDADE,Docente,5
2015-12,SOCIEDADE,Docente,5
2016-01,SOCIEDADE,Docente,5
2016-02,SOCIEDADE,Docente,5
2016-03,SOCIEDADE,Docente,6
2016-04,SOCIEDADE,Docente,7
2016-05,SOCIEDADE,Docente,7
2016-06,SOCIEDADE,Docente,7
2016-07,SOCIEDADE,Docente,7
2016-08,SOCIEDADE,Docente,7
2016-09,SOCIEDADE,Docente,7
2016-10,SOCIEDADE,Docente,7
2016-11,SOCIEDADE,Docente,7
2016-12,SOCIEDADE,Docente,7
2017-01,SOCIEDADE,Docente,7
2017-02,SOCIEDADE,Docente,8
2017-03,SOCIEDADE,Docente,8
2017-04,SOCIEDADE,Docente,8
2017-05,SOCIEDADE,Docente,9
2017-06,SOCIEDADE,Docente,9
2017-07,SOCIEDADE,Docente,9
2017-08,SOCIEDADE,Docente,9
2017-09,SOCIEDADE,Docente,9
2017-10,SOCIEDADE,Docente,10
2017-11,SOCIEDADE,Docente,10
2017-12,SOCIEDADE,Docente,10
2018-01,SOCIEDADE,Docente,10
2018-02,SOCIEDADE,Docente,11
2018-03,SOCIEDADE,Docente,11
2018-04,SOCIEDADE,Docente,11
2018-05,SOCIEDADE,Docente,11
2018-06,SOCIEDADE,Docente,11
2018-07,SOCIEDADE,Docente,11
2018-08,SOCIEDADE,Docente,11
2018-09,SOCIEDADE,Docente,11
2018-10,SOCIEDADE,Docente,11
2018-11,SOCIEDADE,Docente,11
2018-12,SOCIEDADE,Docente,11
2019-01,SOCIEDADE,Docente,11
2019-02,SOCIEDADE,Docente,12
2019-03,SOCIEDADE,Docente,12
2019-04,SOCIEDADE,Docente,12
2019-05,SOCIEDADE,Docente,12
2019-06,SOCIEDADE,Docente,12
2019-07,SOCIEDADE,Docente,12
2019-08,SOCIEDADE,Docente,12
2019-09,SOCIEDADE,Docente,12
2019-10,SOCIEDADE,Docente,12
2019-11,SOCIEDADE,Docente,12
2019-12,SOCIEDADE,Docente,11
2020-01,SOCIEDADE,Docente,11
2020-02,SOCIEDADE,Docente,10
2020-03,SOCIEDADE,Docente,10
2020-04,SOCIEDADE,Docente,10
2020-05,SOCIEDADE,Docente,9
2020-06,SOCIEDADE,Docente,9
2020-07,SOCIEDADE,Docente,9
2020-08,SOCIEDADE,Docente,9
2020-09,SOCIEDADE,Docente,9
2020-10,SOCIEDADE,Docente,9
2020-11,SOCIEDADE,Docente,9
2020-12,SOCIEDADE,Docente,7
2021-01,SOCIEDADE,Docente,6
2021-02,SOCIEDADE,Docente,7
2021-03,SOCIEDADE,Docente,8
2021-04,SOCIEDADE,Docente,8
2021-05,SOCIEDADE,Docente,8
2021-06,SOCIEDADE,Docente,8
2021-07,SOCIEDADE,Docente,8
2021-08,SOCIEDADE,Docente,8
2021-09,SOCIEDADE,Docente,8
2021-10,SOCIEDADE,Docente,8
2021-11,SOCIEDADE,Docente,8
2021-12,SOCIEDADE,Docente,8
2022-01,SOCIEDADE,Docente,8
2022-02,SOCIEDADE,Docente,11
2022-03,SOCIEDADE,Docente,11
2022-04,SOCIEDADE,Docente,11
2022-05,SOCIEDADE,Docente,11
2022-06,SOCIEDADE,Docente,10
2022-07,SOCIEDADE,Docente,10
2022-08,SOCIEDADE,Docente,10
2022-09,SOCIEDADE,Docente,10
2022-10,SOCIEDADE,Docente,10
2022-11,SOCIEDADE,Docente,10
2022-12,SOCIEDADE,Docente,10
2023-01,SOCIEDADE,Docente,10
2023-02,SOCIEDADE,Docente,9
2023-03,SOCIEDADE,Docente,9
2023-04,SOCIEDADE,Docente,9
2023-05,SOCIEDADE,Docente,8
2023-06,SOCIEDADE,Docente,8
2023-07,SOCIEDADE,Docente,8
2023-08,SOCIEDADE,Docente,8
2023-09,SOCIEDADE,Docente,8
2023-10,SOCIEDADE,Docente,8
2023-11,SOCIEDADE,Docente,8
2023-12,SOCIEDADE,Docente,8
2024-01,SOCIEDADE,Docente,7
2024-02,SOCIEDADE,Docente,7
2024-03,SOCIEDADE,Docente,7
2024-04,SOCIEDADE,Docente,7
2024-05,SOCIEDADE,Docente,5
2024-06,SOCIEDADE,Docente,5
2024-07,SOCIEDADE,Docente,4
2024-08,SOCIEDADE,Docente,4
2024-09,SOCIEDADE,Docente,4
2024-10,SOCIEDADE,Docente,4
2024-11,SOCIEDADE,Docente,4
2024-12,SOCIEDADE,Docente,4
2025-01,SOCIEDADE,Docente,4
2025-02,SOCIEDADE,Docente,5
2025-03,SOCIEDADE,Docente,5
2025-04,SOCIEDADE,Docente,5
2025-05,SOCIEDADE,Docente,5
2025-06,SOCIEDADE,Docente,5
2025-07,SOCIEDADE,Docente,5
2025-08,SOCIEDADE,Docente,7
2025-09,SOCIEDADE,Docente,7
2025-10,SOCIEDADE,Docente,7
2025-11,SOCIEDADE,Docente,7
2025-12,SOCIEDADE,Docente,7
2026-01,SOCIEDADE,Docente,8
2026-02,SOCIEDADE,Docente,9
2015-05,SOCIEDADE,Gestão,1
2015-06,SOCIEDADE,Gestão,1
2015-07,SOCIEDADE,Gestão,1
2015-08,SOCIEDADE,Gestão,1
2015-09,SOCIEDADE,Gestão,1
2015-10,SOCIEDADE,Gestão,1
2015-11,SOCIEDADE,Gestão,1
2015-12,SOCIEDADE,Gestão,1
2016-01,SOCIEDADE,Gestão,1
2016-02,SOCIEDADE,Gestão,1
2016-03,SOCIEDADE,Gestão,2
2016-04,SOCIEDADE,Gestão,2
2016-05,SOCIEDADE,Gestão,2
2016-06,SOCIEDADE,Gestão,2
2016-07,SOCIEDADE,Gestão,2
2016-08,SOCIEDADE,Gestão,2
2016-09,SOCIEDADE,Gestão,2
2016-10,SOCIEDADE,Gestão,2
2016-11,SOCIEDADE,Gestão,2
2016-12,SOCIEDADE,Gestão,2
2017-01,SOCIEDADE,Gestão,2
2017-02,SOCIEDADE,Gestão,2
2017-03,SOCIEDADE,Gestão,2
2017-04,SOCIEDADE,Gestão,2
2017-05,SOCIEDADE,Gestão,2
2017-06,SOCIEDADE,Gestão,2
2017-07,SOCIEDADE,Gestão,2
2017-08,SOCIEDADE,Gestão,2
2017-09,SOCIEDADE,Gestão,2
2017-10,SOCIEDADE,Gestão,2
2017-11,SOCIEDADE,Gestão,2
2017-12,SOCIEDADE,Gestão,2
2018-01,SOCIEDADE,Gestão,2
2018-02,SOCIEDADE,Gestão,2
2018-03,SOCIEDADE,Gestão,2
2018-04,SOCIEDADE,Gestão,2
2018-05,SOCIEDADE,Gestão,2
2018-06,SOCIEDADE,Gestão,2
2018-07,SOCIEDADE,Gestão,2
2018-08,SOCIEDADE,Gestão,2
2018-09,SOCIEDADE,Gestão,2
2018-10,SOCIEDADE,Gestão,2
2018-11,SOCIEDADE,Gestão,2
2018-12,SOCIEDADE,Gestão,2
2019-01,SOCIEDADE,Gestão,2
2019-02,SOCIEDADE,Gestão,2
2019-03,SOCIEDADE,Gestão,2
2019-04,SOCIEDADE,Gestão,2
2019-05,SOCIEDADE,Gestão,2
2019-06,SOCIEDADE,Gestão,2
2019-07,SOCIEDADE,Gestão,2
2019-08,SOCIEDADE,Gestão,2
2019-09,SOCIEDADE,Gestão,2
2019-10,SOCIEDADE,Gestão,2
2019-11,SOCIEDADE,Gestão,2
2019-12,SOCIEDADE,Gestão,2
2020-01,SOCIEDADE,Gestão,2
2020-02,SOCIEDADE,Gestão,2
2020-03,SOCIEDADE,Gestão,2
2020-04,SOCIEDADE,Gestão,2
2020-05,SOCIEDADE,Gestão,2
2020-06,SOCIEDADE,Gestão,2
2020-07,SOCIEDADE,Gestão,2
2020-08,SOCIEDADE,Gestão,2
2020-09,SOCIEDADE,Gestão,2
2020-10,SOCIEDADE,Gestão,3
2020-11,SOCIEDADE,Gestão,3
2020-12,SOCIEDADE,Gestão,3
2021-01,SOCIEDADE,Gestão,4
2021-02,SOCIEDADE,Gestão,4
2021-03,SOCIEDADE,Gestão,4
2021-04,SOCIEDADE,Gestão,4
2021-05,SOCIEDADE,Gestão,5
2021-06,SOCIEDADE,Gestão,5
2021-07,SOCIEDADE,Gestão,5
2021-08,SOCIEDADE,Gestão,5
2021-09,SOCIEDADE,Gestão,5
2021-10,SOCIEDADE,Gestão,6
2021-11,SOCIEDADE,Gestão,6
2021-12,SOCIEDADE,Gestão,5
2022-01,SOCIEDADE,Gestão,4
2022-02,SOCIEDADE,Gestão,4
2022-03,SOCIEDADE,Gestão,4
2022-04,SOCIEDADE,Gestão,4
2022-05,SOCIEDADE,Gestão,4
2022-06,SOCIEDADE,Gestão,4
2022-07,SOCIEDADE,Gestão,4
2022-08,SOCIEDADE,Gestão,4
2022-09,SOCIEDADE,Gestão,4
2022-10,SOCIEDADE,Gestão,4
2022-11,SOCIEDADE,Gestão,4
2022-12,SOCIEDADE,Gestão,4
2023-01,SOCIEDADE,Gestão,4
2023-02,SOCIEDADE,Gestão,4
2023-03,SOCIEDADE,Gestão,4
2023-04,SOCIEDADE,Gestão,4
2023-05,SOCIEDADE,Gestão,4
2023-06,SOCIEDADE,Gestão,4
2023-07,SOCIEDADE,Gestão,4
2023-08,SOCIEDADE,Gestão,4
2023-09,SOCIEDADE,Gestão,4
2023-10,SOCIEDADE,Gestão,4
2023-11,SOCIEDADE,Gestão,4
2023-12,SOCIEDADE,Gestão,4
2024-01,SOCIEDADE,Gestão,4
2024-02,SOCIEDADE,Gestão,4
2024-03,SOCIEDADE,Gestão,4
2024-04,SOCIEDADE,Gestão,4
2024-05,SOCIEDADE,Gestão,4
2024-06,SOCIEDADE,Gestão,4
2024-07,SOCIEDADE,Gestão,4
2024-08,SOCIEDADE,Gestão,4
2024-09,SOCIEDADE,Gestão,4
2024-10,SOCIEDADE,Gestão,4
2024-11,SOCIEDADE,Gestão,4
2024-12,SOCIEDADE,Gestão,4
2025-01,SOCIEDADE,Gestão,4
2025-02,SOCIEDADE,Gestão,4
2025-03,SOCIEDADE,Gestão,4
2025-04,SOCIEDADE,Gestão,4
2025-05,SOCIEDADE,Gestão,3
2025-06,SOCIEDADE,Gestão,3
2025-07,SOCIEDADE,Gestão,3
2025-08,SOCIEDADE,Gestão,3
2025-09,SOCIEDADE,Gestão,3
2025-10,SOCIEDADE,Gestão,2
2025-11,SOCIEDADE,Gestão,2
2025-12,SOCIEDADE,Gestão,2
2026-01,SOCIEDADE,Gestão,2
2026-02,SOCIEDADE,Gestão,2
2015-10,SOCIEDADE,Operacional,1
2015-11,SOCIEDADE,Operacional,1
2015-12,SOCIEDADE,Operacional,1
2016-01,SOCIEDADE,Operacional,1
2016-02,SOCIEDADE,Operacional,1
2016-03,SOCIEDADE,Operacional,1
2016-04,SOCIEDADE,Operacional,1
2016-05,SOCIEDADE,Operacional,1
2016-06,SOCIEDADE,Operacional,1
2016-07,SOCIEDADE,Operacional,1
2016-08,SOCIEDADE,Operacional,1
2016-09,SOCIEDADE,Operacional,1
2016-10,SOCIEDADE,Operacional,1
2016-11,SOCIEDADE,Operacional,1
2016-12,SOCIEDADE,Operacional,1
2017-01,SOCIEDADE,Operacional,1
2017-02,SOCIEDADE,Operacional,1
2017-03,SOCIEDADE,Operacional,1
2017-04,SOCIEDADE,Operacional,1
2017-05,SOCIEDADE,Operacional,1
2017-06,SOCIEDADE,Operacional,1
2017-07,SOCIEDADE,Operacional,1
2017-08,SOCIEDADE,Operacional,1
2017-09,SOCIEDADE,Operacional,1
2017-10,SOCIEDADE,Operacional,1
2017-11,SOCIEDADE,Operacional,1
2017-12,SOCIEDADE,Operacional,1
2018-01,SOCIEDADE,Operacional,1
2018-02,SOCIEDADE,Operacional,1
2018-03,SOCIEDADE,Operacional,1
2018-04,SOCIEDADE,Operacional,1
2018-05,SOCIEDADE,Operacional,1
2018-06,SOCIEDADE,Operacional,1
2018-07,SOCIEDADE,Operacional,1
2018-08,SOCIEDADE,Operacional,1
2018-09,SOCIEDADE,Operacional,1
2018-10,SOCIEDADE,Operacional,1
2018-11,SOCIEDADE,Operacional,1
2018-12,SOCIEDADE,Operacional,1
2019-01,SOCIEDADE,Operacional,1
2019-02,SOCIEDADE,Operacional,1
2019-03,SOCIEDADE,Operacional,1
2019-04,SOCIEDADE,Operacional,2
2019-05,SOCIEDADE,Operacional,1
2019-06,SOCIEDADE,Operacional,1
2019-07,SOCIEDADE,Operacional,1
2019-08,SOCIEDADE,Operacional,1
2019-09,SOCIEDADE,Operacional,1
2019-10,SOCIEDADE,Operacional,1
2019-11,SOCIEDADE,Operacional,1
2019-12,SOCIEDADE,Operacional,1
2020-01,SOCIEDADE,Operacional,1
2020-02,SOCIEDADE,Operacional,1
2020-03,SOCIEDADE,Operacional,1
2020-04,SOCIEDADE,Operacional,1
2020-05,SOCIEDADE,Operacional,1
2020-06,SOCIEDADE,Operacional,1
2020-07,SOCIEDADE,Operacional,1
2020-08,SOCIEDADE,Operacional,1
2020-09,SOCIEDADE,Operacional,1
2020-10,SOCIEDADE,Operacional,1
2020-11,SOCIEDADE,Operacional,1
2020-12,SOCIEDADE,Operacional,1
2021-01,SOCIEDADE,Operacional,1
2021-02,SOCIEDADE,Operacional,1
2021-03,SOCIEDADE,Operacional,1
2021-04,SOCIEDADE,Operacional,1
2021-05,SOCIEDADE,Operacional,1
2021-06,SOCIEDADE,Operacional,1
2021-07,SOCIEDADE,Operacional,1
2021-08,SOCIEDADE,Operacional,1
2021-09,SOCIEDADE,Operacional,1
2021-10,SOCIEDADE,Operacional,1
2021-11,SOCIEDADE,Operacional,1
2021-12,SOCIEDADE,Operacional,1
2022-01,SOCIEDADE,Operacional,1
2022-02,SOCIEDADE,Operacional,1
2022-03,SOCIEDADE,Operacional,1
2022-04,SOCIEDADE,Operacional,1
2022-05,SOCIEDADE,Operacional,2
2022-06,SOCIEDADE,Operacional,2
2022-07,SOCIEDADE,Operacional,2
2022-08,SOCIEDADE,Operacional,2
2022-09,SOCIEDADE,Operacional,2
2022-10,SOCIEDADE,Operacional,2
2022-11,SOCIEDADE,Operacional,2
2022-12,SOCIEDADE,Operacional,2
2023-01,SOCIEDADE,Operacional,2
2023-02,SOCIEDADE,Operacional,2
2023-03,SOCIEDADE,Operacional,2
2023-04,SOCIEDADE,Operacional,2
2023-05,SOCIEDADE,Operacional,2
2023-06,SOCIEDADE,Operacional,2
2023-07,SOCIEDADE,Operacional,2
2023-08,SOCIEDADE,Operacional,2
2023-09,SOCIEDADE,Operacional,2
2023-10,SOCIEDADE,Operacional,2
2023-11,SOCIEDADE,Operacional,2
2023-12,SOCIEDADE,Operacional,2
2024-01,SOCIEDADE,Operacional,2
2024-02,SOCIEDADE,Operacional,2
2024-03,SOCIEDADE,Operacional,1
2024-04,SOCIEDADE,Operacional,1
2024-05,SOCIEDADE,Operacional,1
2024-06,SOCIEDADE,Operacional,1
2024-07,SOCIEDADE,Operacional,1
2024-08,SOCIEDADE,Operacional,1
2024-09,SOCIEDADE,Operacional,1
2024-10,SOCIEDADE,Operacional,1
2024-11,SOCIEDADE,Operacional,1
2024-12,SOCIEDADE,Operacional,1
2025-01,SOCIEDADE,Operacional,1
2025-02,SOCIEDADE,Operacional,1
2025-03,SOCIEDADE,Operacional,1
2025-04,SOCIEDADE,Operacional,1
2025-10,SOCIEDADE,Operacional,2
2025-11,SOCIEDADE,Operacional,2
2025-12,SOCIEDADE,Operacional,2
2026-01,SOCIEDADE,Operacional,4
2026-02,SOCIEDADE,Operacional,4
2015-01,UNIVERSAL,Administrativo,1
2015-02,UNIVERSAL,Administrativo,1
2015-03,UNIVERSAL,Administrativo,1
2015-04,UNIVERSAL,Administrativo,1
2015-05,UNIVERSAL,Administrativo,1
2015-06,UNIVERSAL,Administrativo,1
2015-07,UNIVERSAL,Administrativo,1
2015-08,UNIVERSAL,Administrativo,1
2015-09,UNIVERSAL,Administrativo,1
2015-10,UNIVERSAL,Administrativo,1
2015-11,UNIVERSAL,Administrativo,1
2015-12,UNIVERSAL,Administrativo,1
2016-01,UNIVERSAL,Administrativo,1
2016-02,UNIVERSAL,Administrativo,1
2016-03,UNIVERSAL,Administrativo,1
2016-04,UNIVERSAL,Administrativo,1
2016-05,UNIVERSAL,Administrativo,1
2016-06,UNIVERSAL,Administrativo,1
2016-07,UNIVERSAL,Administrativo,1
2016-08,UNIVERSAL,Administrativo,1
2016-09,UNIVERSAL,Administrativo,1
2016-10,UNIVERSAL,Administrativo,1
2016-11,UNIVERSAL,Administrativo,1
2016-12,UNIVERSAL,Administrativo,2
2017-01,UNIVERSAL,Administrativo,2
2017-02,UNIVERSAL,Administrativo,2
2017-03,UNIVERSAL,Administrativo,2
2017-04,UNIVERSAL,Administrativo,2
2017-05,UNIVERSAL,Administrativo,2
2017-06,UNIVERSAL,Administrativo,2
2017-07,UNIVERSAL,Administrativo,2
2017-08,UNIVERSAL,Administrativo,2
2017-09,UNIVERSAL,Administrativo,2
2017-10,UNIVERSAL,Administrativo,2
2017-11,UNIVERSAL,Administrativo,2
2017-12,UNIVERSAL,Administrativo,2
2018-01,UNIVERSAL,Administrativo,2
2018-02,UNIVERSAL,Administrativo,2
2018-03,UNIVERSAL,Administrativo,2
2018-04,UNIVERSAL,Administrativo,2
2018-05,UNIVERSAL,Administrativo,2
2018-06,UNIVERSAL,Administrativo,2
2018-07,UNIVERSAL,Administrativo,2
2018-08,UNIVERSAL,Administrativo,2
2018-09,UNIVERSAL,Administrativo,2
2018-10,UNIVERSAL,Administrativo,2
2018-11,UNIVERSAL,Administrativo,2
2018-12,UNIVERSAL,Administrativo,2
2019-01,UNIVERSAL,Administrativo,4
2019-02,UNIVERSAL,Administrativo,4
2019-03,UNIVERSAL,Administrativo,4
2019-04,UNIVERSAL,Administrativo,4
2019-05,UNIVERSAL,Administrativo,4
2019-06,UNIVERSAL,Administrativo,4
2019-07,UNIVERSAL,Administrativo,4
2019-08,UNIVERSAL,Administrativo,4
2019-09,UNIVERSAL,Administrativo,4
2019-10,UNIVERSAL,Administrativo,4
2019-11,UNIVERSAL,Administrativo,4
2019-12,UNIVERSAL,Administrativo,4
2020-01,UNIVERSAL,Administrativo,4
2020-02,UNIVERSAL,Administrativo,5
2020-03,UNIVERSAL,Administrativo,5
2020-04,UNIVERSAL,Administrativo,5
2020-05,UNIVERSAL,Administrativo,5
2020-06,UNIVERSAL,Administrativo,5
2020-07,UNIVERSAL,Administrativo,5
2020-08,UNIVERSAL,Administrativo,6
2020-09,UNIVERSAL,Administrativo,6
2020-10,UNIVERSAL,Administrativo,6
2020-11,UNIVERSAL,Administrativo,6
2020-12,UNIVERSAL,Administrativo,6
2021-01,UNIVERSAL,Administrativo,6
2021-02,UNIVERSAL,Administrativo,5
2021-03,UNIVERSAL,Administrativo,5
2021-04,UNIVERSAL,Administrativo,5
2021-05,UNIVERSAL,Administrativo,5
2021-06,UNIVERSAL,Administrativo,5
2021-07,UNIVERSAL,Administrativo,5
2021-08,UNIVERSAL,Administrativo,4
2021-09,UNIVERSAL,Administrativo,4
2021-10,UNIVERSAL,Administrativo,3
2021-11,UNIVERSAL,Administrativo,3
2021-12,UNIVERSAL,Administrativo,3
2022-01,UNIVERSAL,Administrativo,3
2022-02,UNIVERSAL,Administrativo,3
2022-03,UNIVERSAL,Administrativo,3
2022-04,UNIVERSAL,Administrativo,3
2022-05,UNIVERSAL,Administrativo,3
2022-06,UNIVERSAL,Administrativo,3
2022-07,UNIVERSAL,Administrativo,2
2022-08,UNIVERSAL,Administrativo,2
2022-09,UNIVERSAL,Administrativo,2
2022-10,UNIVERSAL,Administrativo,2
2022-11,UNIVERSAL,Administrativo,2
2022-12,UNIVERSAL,Administrativo,2
2023-01,UNIVERSAL,Administrativo,2
2023-02,UNIVERSAL,Administrativo,2
2023-03,UNIVERSAL,Administrativo,2
2023-04,UNIVERSAL,Administrativo,4
2023-05,UNIVERSAL,Administrativo,4
2023-06,UNIVERSAL,Administrativo,4
2023-07,UNIVERSAL,Administrativo,4
2023-08,UNIVERSAL,Administrativo,4
2023-09,UNIVERSAL,Administrativo,5
2023-10,UNIVERSAL,Administrativo,5
2023-11,UNIVERSAL,Administrativo,7
2023-12,UNIVERSAL,Administrativo,6
2024-01,UNIVERSAL,Administrativo,5
2024-02,UNIVERSAL,Administrativo,5
2024-03,UNIVERSAL,Administrativo,5
2024-04,UNIVERSAL,Administrativo,5
2024-05,UNIVERSAL,Administrativo,5
2024-06,UNIVERSAL,Administrativo,5
2024-07,UNIVERSAL,Administrativo,5
2024-08,UNIVERSAL,Administrativo,8
2024-09,UNIVERSAL,Administrativo,9
2024-10,UNIVERSAL,Administrativo,11
2024-11,UNIVERSAL,Administrativo,11
2024-12,UNIVERSAL,Administrativo,11
2025-01,UNIVERSAL,Administrativo,10
2025-02,UNIVERSAL,Administrativo,11
2025-03,UNIVERSAL,Administrativo,10
2025-04,UNIVERSAL,Administrativo,9
2025-05,UNIVERSAL,Administrativo,12
2025-06,UNIVERSAL,Administrativo,14
2025-07,UNIVERSAL,Administrativo,12
2025-08,UNIVERSAL,Administrativo,11
2025-09,UNIVERSAL,Administrativo,11
2025-10,UNIVERSAL,Administrativo,11
2025-11,UNIVERSAL,Administrativo,11
2025-12,UNIVERSAL,Administrativo,10
2026-01,UNIVERSAL,Administrativo,8
2026-02,UNIVERSAL,Administrativo,8
2018-02,UNIVERSAL,Apoio Pedagógico,1
2018-03,UNIVERSAL,Apoio Pedagógico,2
2018-04,UNIVERSAL,Apoio Pedagógico,2
2018-05,UNIVERSAL,Apoio Pedagógico,3
2018-06,UNIVERSAL,Apoio Pedagógico,3
2018-07,UNIVERSAL,Apoio Pedagógico,3
2018-08,UNIVERSAL,Apoio Pedagógico,3
2018-09,UNIVERSAL,Apoio Pedagógico,3
2018-10,UNIVERSAL,Apoio Pedagógico,3
2018-11,UNIVERSAL,Apoio Pedagógico,3
2018-12,UNIVERSAL,Apoio Pedagógico,3
2019-01,UNIVERSAL,Apoio Pedagógico,3
2019-02,UNIVERSAL,Apoio Pedagógico,7
2019-03,UNIVERSAL,Apoio Pedagógico,8
2019-04,UNIVERSAL,Apoio Pedagógico,7
2019-05,UNIVERSAL,Apoio Pedagógico,7
2019-06,UNIVERSAL,Apoio Pedagógico,7
2019-07,UNIVERSAL,Apoio Pedagógico,7
2019-08,UNIVERSAL,Apoio Pedagógico,8
2019-09,UNIVERSAL,Apoio Pedagógico,8
2019-10,UNIVERSAL,Apoio Pedagógico,7
2019-11,UNIVERSAL,Apoio Pedagógico,7
2019-12,UNIVERSAL,Apoio Pedagógico,9
2020-01,UNIVERSAL,Apoio Pedagógico,9
2020-02,UNIVERSAL,Apoio Pedagógico,10
2020-03,UNIVERSAL,Apoio Pedagógico,10
2020-04,UNIVERSAL,Apoio Pedagógico,11
2020-05,UNIVERSAL,Apoio Pedagógico,11
2020-06,UNIVERSAL,Apoio Pedagógico,11
2020-07,UNIVERSAL,Apoio Pedagógico,11
2020-08,UNIVERSAL,Apoio Pedagógico,11
2020-09,UNIVERSAL,Apoio Pedagógico,10
2020-10,UNIVERSAL,Apoio Pedagógico,10
2020-11,UNIVERSAL,Apoio Pedagógico,9
2020-12,UNIVERSAL,Apoio Pedagógico,8
2021-01,UNIVERSAL,Apoio Pedagógico,8
2021-02,UNIVERSAL,Apoio Pedagógico,8
2021-03,UNIVERSAL,Apoio Pedagógico,8
2021-04,UNIVERSAL,Apoio Pedagógico,8
2021-05,UNIVERSAL,Apoio Pedagógico,7
2021-06,UNIVERSAL,Apoio Pedagógico,7
2021-07,UNIVERSAL,Apoio Pedagógico,7
2021-08,UNIVERSAL,Apoio Pedagógico,6
2021-09,UNIVERSAL,Apoio Pedagógico,6
